Student_ID,Form_No,Class,Student_Name,Surname,Father_Name,Mother_Name,DOB,DOB_Words,Place_of_Birth,District,State,Aadhar,Category,Religion,Mother_Tongue,Physical_Disability,Blood_Group,Address,City,Pin_Code,Emergency_Contact_Name,Emergency_Contact_No,Guardian_Name,Guardian_Relation
391,MRS-0391,Class 8,Priya Patel,Patel,Vijay Patel,Kiran Patel,40747,40747,Indore,Indore,Madhya Pradesh,477572000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Patel,9726084088,Vijay Patel,Father
392,MRS-0392,Class 8,Aarti Gupta,Gupta,Sanjay Gupta,Meena Gupta,40489,40489,Indore,Indore,Madhya Pradesh,376448000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Gupta,9166155429,Sanjay Gupta,Father
393,MRS-0393,Class 8,Aakash Verma,Verma,Deepak Verma,Poonam Verma,41125,41125,Indore,Indore,Madhya Pradesh,571753000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Verma,9797785127,Deepak Verma,Father
394,MRS-0394,Class 8,Rohit Gupta,Gupta,Prakash Gupta,Kiran Gupta,40425,40425,Indore,Indore,Madhya Pradesh,101030000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Prakash Gupta,9510310720,Prakash Gupta,Father
395,MRS-0395,Class 8,Pooja Gupta,Gupta,Deepak Gupta,Seema Gupta,40128,40128,Indore,Indore,Madhya Pradesh,320264000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Gupta,9327767693,Deepak Gupta,Father
396,MRS-0396,Class 8,Kunal Gupta,Gupta,Anil Gupta,Geeta Gupta,40244,40244,Indore,Indore,Madhya Pradesh,959885000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Gupta,9370609271,Anil Gupta,Father
397,MRS-0397,Class 8,Suresh Sharma,Sharma,Anil Sharma,Sunita Sharma,40640,40640,Indore,Indore,Madhya Pradesh,938471000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Sharma,9538431610,Anil Sharma,Father
398,MRS-0398,Class 8,Anjali Yadav,Yadav,Ashok Yadav,Lata Yadav,39909,39909,Indore,Indore,Madhya Pradesh,276621000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Yadav,9838024117,Ashok Yadav,Father
399,MRS-0399,Class 8,Aakash Jain,Jain,Rajesh Jain,Meena Jain,40018,40018,Indore,Indore,Madhya Pradesh,402888000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Jain,9277858775,Rajesh Jain,Father
400,MRS-0400,Class 8,Rohit Choudhary,Choudhary,Mahesh Choudhary,Sunita Choudhary,40030,40030,Indore,Indore,Madhya Pradesh,336376000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Choudhary,9224641012,Mahesh Choudhary,Father
401,MRS-0401,Class 8,Vikas Jain,Jain,Manoj Jain,Sarla Jain,40281,40281,Indore,Indore,Madhya Pradesh,193419000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Manoj Jain,9390124594,Manoj Jain,Father
402,MRS-0402,Class 8,Kavita Mishra,Mishra,Rakesh Mishra,Kiran Mishra,41253,41253,Indore,Indore,Madhya Pradesh,135785000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Mishra,9660790614,Rakesh Mishra,Father
403,MRS-0403,Class 8,Anjali Yadav,Yadav,Vijay Yadav,Sunita Yadav,40160,40160,Indore,Indore,Madhya Pradesh,182699000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Yadav,9878020665,Vijay Yadav,Father
404,MRS-0404,Class 8,Aakash Gupta,Gupta,Vijay Gupta,Sunita Gupta,40776,40776,Indore,Indore,Madhya Pradesh,942215000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Gupta,9412243257,Vijay Gupta,Father
405,MRS-0405,Class 8,Rohit Verma,Verma,Deepak Verma,Kiran Verma,40518,40518,Indore,Indore,Madhya Pradesh,276539000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Verma,9395071387,Deepak Verma,Father
406,MRS-0406,Class 8,Vikas Mishra,Mishra,Sanjay Mishra,Sarla Mishra,41254,41254,Indore,Indore,Madhya Pradesh,699487000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Mishra,9428341290,Sanjay Mishra,Father
407,MRS-0407,Class 8,Komal Yadav,Yadav,Deepak Yadav,Geeta Yadav,41265,41265,Indore,Indore,Madhya Pradesh,536274000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Yadav,9493460988,Deepak Yadav,Father
408,MRS-0408,Class 8,Shreya Mishra,Mishra,Mahesh Mishra,Geeta Mishra,40396,40396,Indore,Indore,Madhya Pradesh,444230000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Mishra,9841590561,Mahesh Mishra,Father
409,MRS-0409,Class 8,Sneha Choudhary,Choudhary,Rajesh Choudhary,Rekha Choudhary,41016,41016,Indore,Indore,Madhya Pradesh,360522000000,SC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Choudhary,9340121901,Rajesh Choudhary,Father
410,MRS-0410,Class 8,Neha Malviya,Malviya,Sanjay Malviya,Sarla Malviya,39948,39948,Indore,Indore,Madhya Pradesh,920739000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Malviya,9223845934,Sanjay Malviya,Father
411,MRS-0411,Class 8,Suresh Jain,Jain,Anil Jain,Rekha Jain,40367,40367,Indore,Indore,Madhya Pradesh,125726000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Anil Jain,9442869457,Anil Jain,Father
412,MRS-0412,Class 8,Kunal Mishra,Mishra,Rajesh Mishra,Lata Mishra,40628,40628,Indore,Indore,Madhya Pradesh,981384000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Mishra,9390635407,Rajesh Mishra,Father
413,MRS-0413,Class 8,Aman Jain,Jain,Manoj Jain,Kiran Jain,40052,40052,Indore,Indore,Madhya Pradesh,338874000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Manoj Jain,9861321891,Manoj Jain,Father
414,MRS-0414,Class 8,Priya Gupta,Gupta,Ashok Gupta,Vinita Gupta,40164,40164,Indore,Indore,Madhya Pradesh,489960000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Gupta,9792968721,Ashok Gupta,Father
415,MRS-0415,Class 8,Anjali Sharma,Sharma,Prakash Sharma,Poonam Sharma,40852,40852,Indore,Indore,Madhya Pradesh,222993000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Prakash Sharma,9368640108,Prakash Sharma,Father
416,MRS-0416,Class 8,Vikas Choudhary,Choudhary,Vijay Choudhary,Rekha Choudhary,40611,40611,Indore,Indore,Madhya Pradesh,988878000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Choudhary,9857310102,Vijay Choudhary,Father
417,MRS-0417,Class 8,Pooja Sharma,Sharma,Prakash Sharma,Vinita Sharma,40416,40416,Indore,Indore,Madhya Pradesh,988277000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Sharma,9916551826,Prakash Sharma,Father
418,MRS-0418,Class 8,Komal Sharma,Sharma,Anil Sharma,Meena Sharma,40501,40501,Indore,Indore,Madhya Pradesh,553897000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Sharma,9591308607,Anil Sharma,Father
419,MRS-0419,Class 8,Aarti Gupta,Gupta,Prakash Gupta,Sunita Gupta,40136,40136,Indore,Indore,Madhya Pradesh,408491000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Gupta,9738277457,Prakash Gupta,Father
420,MRS-0420,Class 8,Suresh Gupta,Gupta,Sanjay Gupta,Sarla Gupta,40249,40249,Indore,Indore,Madhya Pradesh,323913000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Gupta,9410401525,Sanjay Gupta,Father
421,MRS-0421,Class 8,Vikas Agarwal,Agarwal,Anil Agarwal,Kiran Agarwal,40690,40690,Indore,Indore,Madhya Pradesh,291831000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Agarwal,9842667128,Anil Agarwal,Father
422,MRS-0422,Class 8,Ankit Malviya,Malviya,Sanjay Malviya,Sunita Malviya,41063,41063,Indore,Indore,Madhya Pradesh,338817000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Malviya,9849476731,Sanjay Malviya,Father
423,MRS-0423,Class 8,Sneha Yadav,Yadav,Anil Yadav,Rekha Yadav,41078,41078,Indore,Indore,Madhya Pradesh,954983000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Anil Yadav,9500523569,Anil Yadav,Father
424,MRS-0424,Class 8,Rohit Jain,Jain,Deepak Jain,Sunita Jain,40392,40392,Indore,Indore,Madhya Pradesh,466435000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Jain,9380241435,Deepak Jain,Father
425,MRS-0425,Class 8,Riya Sharma,Sharma,Prakash Sharma,Sarla Sharma,41135,41135,Indore,Indore,Madhya Pradesh,150797000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Prakash Sharma,9990744141,Prakash Sharma,Father
426,MRS-0426,Class 8,Kunal Mishra,Mishra,Rakesh Mishra,Meena Mishra,41127,41127,Indore,Indore,Madhya Pradesh,540543000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Mishra,9715113401,Rakesh Mishra,Father
427,MRS-0427,Class 8,Riya Patel,Patel,Ashok Patel,Rekha Patel,41036,41036,Indore,Indore,Madhya Pradesh,190559000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Patel,9345206479,Ashok Patel,Father
428,MRS-0428,Class 8,Kavita Jain,Jain,Rajesh Jain,Rekha Jain,39943,39943,Indore,Indore,Madhya Pradesh,814161000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Jain,9293492522,Rajesh Jain,Father
429,MRS-0429,Class 8,Shreya Jain,Jain,Anil Jain,Poonam Jain,41003,41003,Indore,Indore,Madhya Pradesh,188068000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Jain,9650155523,Anil Jain,Father
430,MRS-0430,Class 8,Kavita Jain,Jain,Mahesh Jain,Sunita Jain,40137,40137,Indore,Indore,Madhya Pradesh,476961000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Jain,9911393423,Mahesh Jain,Father
431,MRS-0431,Class 8,Rohit Jain,Jain,Ashok Jain,Vinita Jain,40349,40349,Indore,Indore,Madhya Pradesh,357414000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Jain,9637586324,Ashok Jain,Father
432,MRS-0432,Class 8,Pranav Yadav,Yadav,Anil Yadav,Sarla Yadav,41149,41149,Indore,Indore,Madhya Pradesh,953498000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Yadav,9695280649,Anil Yadav,Father
433,MRS-0433,Class 8,Suresh Gupta,Gupta,Deepak Gupta,Lata Gupta,40388,40388,Indore,Indore,Madhya Pradesh,789551000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Gupta,9480600692,Deepak Gupta,Father
434,MRS-0434,Class 8,Suresh Verma,Verma,Prakash Verma,Geeta Verma,40833,40833,Indore,Indore,Madhya Pradesh,538231000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Prakash Verma,9323694195,Prakash Verma,Father
435,MRS-0435,Class 8,Suresh Verma,Verma,Mahesh Verma,Meena Verma,40649,40649,Indore,Indore,Madhya Pradesh,340189000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Verma,9769894175,Mahesh Verma,Father
436,MRS-0436,Class 8,Nikhil Choudhary,Choudhary,Sanjay Choudhary,Rekha Choudhary,41119,41119,Indore,Indore,Madhya Pradesh,388972000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Choudhary,9300225003,Sanjay Choudhary,Father
437,MRS-0437,Class 8,Aman Jain,Jain,Rakesh Jain,Sunita Jain,41194,41194,Indore,Indore,Madhya Pradesh,504674000000,SC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Jain,9761214657,Rakesh Jain,Father
438,MRS-0438,Class 8,Priya Agarwal,Agarwal,Rajesh Agarwal,Seema Agarwal,40465,40465,Indore,Indore,Madhya Pradesh,525957000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Agarwal,9733239297,Rajesh Agarwal,Father
439,MRS-0439,Class 8,Nikhil Gupta,Gupta,Mahesh Gupta,Vinita Gupta,39990,39990,Indore,Indore,Madhya Pradesh,856488000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Mahesh Gupta,9224012421,Mahesh Gupta,Father
440,MRS-0440,Class 8,Vikas Sharma,Sharma,Ashok Sharma,Kiran Sharma,40251,40251,Indore,Indore,Madhya Pradesh,304919000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Sharma,9115722244,Ashok Sharma,Father
441,MRS-0441,Class 9,Pooja Mishra,Mishra,Manoj Mishra,Sunita Mishra,40774,40774,Indore,Indore,Madhya Pradesh,758444000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Mishra,9157170449,Manoj Mishra,Father
442,MRS-0442,Class 9,Riya Mishra,Mishra,Prakash Mishra,Meena Mishra,39996,39996,Indore,Indore,Madhya Pradesh,872182000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Mishra,9850503442,Prakash Mishra,Father
443,MRS-0443,Class 9,Ankit Choudhary,Choudhary,Deepak Choudhary,Kiran Choudhary,40306,40306,Indore,Indore,Madhya Pradesh,874668000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Deepak Choudhary,9199465317,Deepak Choudhary,Father
444,MRS-0444,Class 9,Pranav Mishra,Mishra,Vijay Mishra,Sarla Mishra,39696,39696,Indore,Indore,Madhya Pradesh,870733000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Mishra,9320665849,Vijay Mishra,Father
445,MRS-0445,Class 9,Anjali Jain,Jain,Sanjay Jain,Seema Jain,39605,39605,Indore,Indore,Madhya Pradesh,857727000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Jain,9643400444,Sanjay Jain,Father
446,MRS-0446,Class 9,Neha Patel,Patel,Ashok Patel,Vinita Patel,40475,40475,Indore,Indore,Madhya Pradesh,876339000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Ashok Patel,9861369002,Ashok Patel,Father
447,MRS-0447,Class 9,Nikhil Mishra,Mishra,Prakash Mishra,Seema Mishra,39896,39896,Indore,Indore,Madhya Pradesh,355259000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Prakash Mishra,9992506674,Prakash Mishra,Father
448,MRS-0448,Class 9,Aakash Choudhary,Choudhary,Vijay Choudhary,Kiran Choudhary,40768,40768,Indore,Indore,Madhya Pradesh,116741000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Choudhary,9182570584,Vijay Choudhary,Father
449,MRS-0449,Class 9,Anjali Malviya,Malviya,Prakash Malviya,Rekha Malviya,39688,39688,Indore,Indore,Madhya Pradesh,220568000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Prakash Malviya,9516205782,Prakash Malviya,Father
450,MRS-0450,Class 9,Kavita Yadav,Yadav,Sanjay Yadav,Meena Yadav,40356,40356,Indore,Indore,Madhya Pradesh,331113000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Yadav,9379091417,Sanjay Yadav,Father
451,MRS-0451,Class 9,Aman Gupta,Gupta,Vijay Gupta,Vinita Gupta,39559,39559,Indore,Indore,Madhya Pradesh,994761000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Gupta,9912936828,Vijay Gupta,Father
452,MRS-0452,Class 9,Aakash Yadav,Yadav,Manoj Yadav,Vinita Yadav,40156,40156,Indore,Indore,Madhya Pradesh,400060000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Manoj Yadav,9317827110,Manoj Yadav,Father
453,MRS-0453,Class 9,Komal Verma,Verma,Deepak Verma,Meena Verma,40402,40402,Indore,Indore,Madhya Pradesh,633273000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Verma,9499625846,Deepak Verma,Father
454,MRS-0454,Class 9,Aarti Patel,Patel,Manoj Patel,Sunita Patel,40173,40173,Indore,Indore,Madhya Pradesh,585059000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Manoj Patel,9766931008,Manoj Patel,Father
455,MRS-0455,Class 9,Anjali Sharma,Sharma,Vijay Sharma,Kiran Sharma,40468,40468,Indore,Indore,Madhya Pradesh,944688000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Sharma,9274080061,Vijay Sharma,Father
456,MRS-0456,Class 9,Suresh Malviya,Malviya,Sanjay Malviya,Sunita Malviya,39579,39579,Indore,Indore,Madhya Pradesh,665766000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Malviya,9693619799,Sanjay Malviya,Father
457,MRS-0457,Class 9,Neha Patel,Patel,Deepak Patel,Sunita Patel,39517,39517,Indore,Indore,Madhya Pradesh,607452000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Patel,9795959927,Deepak Patel,Father
458,MRS-0458,Class 9,Pranav Yadav,Yadav,Rajesh Yadav,Vinita Yadav,40290,40290,Indore,Indore,Madhya Pradesh,578681000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Yadav,9657621480,Rajesh Yadav,Father
459,MRS-0459,Class 9,Aman Gupta,Gupta,Vijay Gupta,Sunita Gupta,40862,40862,Indore,Indore,Madhya Pradesh,750051000000,ST,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Gupta,9598744226,Vijay Gupta,Father
460,MRS-0460,Class 9,Ankit Patel,Patel,Rakesh Patel,Kiran Patel,40333,40333,Indore,Indore,Madhya Pradesh,636187000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Patel,9408554556,Rakesh Patel,Father
461,MRS-0461,Class 9,Pranav Yadav,Yadav,Vijay Yadav,Seema Yadav,40666,40666,Indore,Indore,Madhya Pradesh,700031000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Vijay Yadav,9551441461,Vijay Yadav,Father
462,MRS-0462,Class 9,Kavita Agarwal,Agarwal,Deepak Agarwal,Geeta Agarwal,39973,39973,Indore,Indore,Madhya Pradesh,123423000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Deepak Agarwal,9501559509,Deepak Agarwal,Father
463,MRS-0463,Class 9,Pranav Choudhary,Choudhary,Vijay Choudhary,Geeta Choudhary,39917,39917,Indore,Indore,Madhya Pradesh,317271000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Vijay Choudhary,9877441625,Vijay Choudhary,Father
464,MRS-0464,Class 9,Rahul Yadav,Yadav,Ashok Yadav,Kiran Yadav,40516,40516,Indore,Indore,Madhya Pradesh,485827000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Ashok Yadav,9114981365,Ashok Yadav,Father
465,MRS-0465,Class 9,Vikas Jain,Jain,Rakesh Jain,Geeta Jain,40077,40077,Indore,Indore,Madhya Pradesh,859297000000,OBC,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Jain,9931221053,Rakesh Jain,Father
466,MRS-0466,Class 9,Riya Agarwal,Agarwal,Anil Agarwal,Sarla Agarwal,40412,40412,Indore,Indore,Madhya Pradesh,989858000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Agarwal,9713026127,Anil Agarwal,Father
467,MRS-0467,Class 9,Kunal Jain,Jain,Prakash Jain,Geeta Jain,39933,39933,Indore,Indore,Madhya Pradesh,588724000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Prakash Jain,9644144737,Prakash Jain,Father
468,MRS-0468,Class 9,Rahul Malviya,Malviya,Manoj Malviya,Poonam Malviya,39610,39610,Indore,Indore,Madhya Pradesh,896925000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Manoj Malviya,9206605350,Manoj Malviya,Father
469,MRS-0469,Class 9,Suresh Sharma,Sharma,Deepak Sharma,Vinita Sharma,40622,40622,Indore,Indore,Madhya Pradesh,380167000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Sharma,9741095296,Deepak Sharma,Father
470,MRS-0470,Class 9,Rohit Sharma,Sharma,Vijay Sharma,Lata Sharma,40351,40351,Indore,Indore,Madhya Pradesh,184281000000,SC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Sharma,9667572032,Vijay Sharma,Father
471,MRS-0471,Class 9,Anjali Yadav,Yadav,Anil Yadav,Seema Yadav,40399,40399,Indore,Indore,Madhya Pradesh,203489000000,ST,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Anil Yadav,9198053282,Anil Yadav,Father
472,MRS-0472,Class 9,Pranav Sharma,Sharma,Rajesh Sharma,Vinita Sharma,40362,40362,Indore,Indore,Madhya Pradesh,236894000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Sharma,9437562239,Rajesh Sharma,Father
473,MRS-0473,Class 9,Anjali Jain,Jain,Rajesh Jain,Lata Jain,40624,40624,Indore,Indore,Madhya Pradesh,280967000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rajesh Jain,9564316890,Rajesh Jain,Father
474,MRS-0474,Class 9,Rohit Sharma,Sharma,Deepak Sharma,Sarla Sharma,40657,40657,Indore,Indore,Madhya Pradesh,907847000000,General,Hindu,Hindi,No,O+,"Indore, Madhya Pradesh",Indore,452001,Deepak Sharma,9989882556,Deepak Sharma,Father
475,MRS-0475,Class 9,Sneha Malviya,Malviya,Vijay Malviya,Geeta Malviya,40852,40852,Indore,Indore,Madhya Pradesh,813576000000,General,Hindu,Hindi,Yes,B+,"Indore, Madhya Pradesh",Indore,452001,Vijay Malviya,9704939053,Vijay Malviya,Father
476,MRS-0476,Class 9,Aakash Yadav,Yadav,Manoj Yadav,Vinita Yadav,39991,39991,Indore,Indore,Madhya Pradesh,565891000000,General,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Manoj Yadav,9756047092,Manoj Yadav,Father
477,MRS-0477,Class 9,Anjali Gupta,Gupta,Anil Gupta,Seema Gupta,40883,40883,Indore,Indore,Madhya Pradesh,793897000000,OBC,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Gupta,9611144606,Anil Gupta,Father
478,MRS-0478,Class 9,Ankit Malviya,Malviya,Prakash Malviya,Seema Malviya,40134,40134,Indore,Indore,Madhya Pradesh,644780000000,ST,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Malviya,9589821332,Prakash Malviya,Father
479,MRS-0479,Class 9,Priya Patel,Patel,Rakesh Patel,Geeta Patel,40036,40036,Indore,Indore,Madhya Pradesh,118294000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Patel,9271024445,Rakesh Patel,Father
480,MRS-0480,Class 9,Riya Jain,Jain,Vijay Jain,Kiran Jain,39660,39660,Indore,Indore,Madhya Pradesh,327185000000,ST,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Vijay Jain,9792006036,Vijay Jain,Father
481,MRS-0481,Class 9,Kavita Yadav,Yadav,Prakash Yadav,Sarla Yadav,40328,40328,Indore,Indore,Madhya Pradesh,457638000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Prakash Yadav,9683345952,Prakash Yadav,Father
482,MRS-0482,Class 9,Ankit Malviya,Malviya,Anil Malviya,Vinita Malviya,40655,40655,Indore,Indore,Madhya Pradesh,540379000000,OBC,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Anil Malviya,9863329903,Anil Malviya,Father
483,MRS-0483,Class 9,Anjali Verma,Verma,Sanjay Verma,Geeta Verma,40092,40092,Indore,Indore,Madhya Pradesh,669896000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Sanjay Verma,9770129093,Sanjay Verma,Father
484,MRS-0484,Class 9,Komal Sharma,Sharma,Deepak Sharma,Poonam Sharma,39742,39742,Indore,Indore,Madhya Pradesh,381863000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Deepak Sharma,9948065787,Deepak Sharma,Father
485,MRS-0485,Class 9,Suresh Yadav,Yadav,Anil Yadav,Meena Yadav,40735,40735,Indore,Indore,Madhya Pradesh,583267000000,SC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Anil Yadav,9309521437,Anil Yadav,Father
486,MRS-0486,Class 9,Komal Sharma,Sharma,Vijay Sharma,Rekha Sharma,39692,39692,Indore,Indore,Madhya Pradesh,885538000000,General,Hindu,Hindi,No,A+,"Indore, Madhya Pradesh",Indore,452001,Vijay Sharma,9136206242,Vijay Sharma,Father
487,MRS-0487,Class 9,Riya Verma,Verma,Rakesh Verma,Sunita Verma,40079,40079,Indore,Indore,Madhya Pradesh,479692000000,OBC,Hindu,Hindi,No,B+,"Indore, Madhya Pradesh",Indore,452001,Rakesh Verma,9163163619,Rakesh Verma,Father
488,MRS-0488,Class 9,Priya Verma,Verma,Anil Verma,Poonam Verma,40149,40149,Indore,Indore,Madhya Pradesh,975318000000,General,Hindu,Hindi,No,AB+,"Indore, Madhya Pradesh",Indore,452001,Anil Verma,9923652722,Anil Verma,Father
